#{"t_start": 1705386979.1042128, "env_id": "None"}
r,l,t
500.0,500,179.817211
500.0,500,179.829214
500.0,500,179.836217
500.0,500,180.051261
500.0,500,180.135271
500.0,500,180.183641
500.0,500,180.186641
500.0,500,180.212643
500.0,500,180.265158
500.0,500,180.28016
500.0,500,180.284159
